node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
simvastatin,@DISEASE_Congenital_Abnormalities,treat,10,17,20151799|22420871|23600677|23713634|25209881|28413591|32215463|34067739|34917396|36891284,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Drug_Related_Side_Effects_and_Adverse_Reactions,treat,10,102,32181111|32221848|32344610|32368502|34606062|34836863|34934357|36066384|36431025|36591506,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hemorrhage,treat,10,28,19997050|20126887|28246253|28641649|35567727|35622060|35830548|36986464|37621803|38212496,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Nephrotic_Syndrome,treat,10,17,10319035|10412752|19388532|1943943|1970104|2904053|8187355|8264145|8703704|9807047,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Triple_Negative_Breast_Neoplasms,treat,10,16,23973711|26590814|27765921|27941358|28826913|31400433|34627266|39233601|40444159|40864776,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Asthma,treat,10,16,17169357|19608720|20558777|20861293|21437040|22326624|25213768|27343379|36778209|38279436,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Brain_Edema,treat,10,15,18562561|19388355|21666443|22182305|24752488|25534234|26541177|29285177|30631264|31591692,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Fatty_Liver,treat,10,17,11782305|17650633|22081005|26407654|26583037|30047465|32410994|35277075|35668935|40476852,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Peripheral_Arterial_Disease,treat,10,15,14759090|17398372|17943736|21867844|23159435|23950601|24080592|25595417|27423725|30863219,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Carcinoma_Non_Small_Cell_Lung,treat,10,14,20467885|23481641|26334320|26713523|26756263|29725262|31498564|32483443|33030783|37399498,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Cerebrovascular_Disorders,treat,10,15,15016485|16127179|18509252|19524673|20644009|21477202|25564230|28919704|30066928|36794961,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Diabetic_Nephropathies,treat,10,15,1521727|18083785|19639539|19839828|20936727|24244596|29860221|35128870|35713426|38278349,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Endometriosis,treat,10,14,19366846|20427495|22492974|23828228|24129167|28637327|28950844|29587611|33395684|40340640,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertrophy_Right_Ventricular,treat,10,15,12406854|16698853|19409105|19797670|20188205|20460548|22022327|25560572|31369604|37381964,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Insulin_Resistance,treat,10,28,21995692|22428554|26042451|26273674|29732238|30276217|30796916|35254621|35961942|37290186,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Kidney_Failure_Chronic,treat,10,16,12768071|15655271|15659879|16213265|18295249|1943943|20609184|21446902|22382224|9027779,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Necrosis,treat,10,31,1469449|15200425|18598004|18679777|20044596|23333250|30519583|32221848|34479633|35406712,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neurotoxicity_Syndromes,treat,10,18,26757191|28499972|31655202|33548270|33735898|37715015|39437792|39704877|40028788|40885236,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Respiratory_Distress_Syndrome,treat,10,16,19897776|25268516|27959608|28511660|32861275|35672834|36978134|37337327|37695136|38148147,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_COVID_19,treat,10,14,32802982|33594363|34250095|34549987|35251001|35441166|36426391|37146076|37486310|37888913,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Glioma,treat,10,13,11494031|12962298|19934968|21871960|22419506|30096402|32365781|37717807|39521788|9258815,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hyperplasia,treat,11,18,14752252|20143196|21693384|23618917|23636169|30982448|31269349|33283594|35001242|35691993|9034557,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertension_Portal,treat,10,15,19208350|20659230|23672611|26321186|28261384|29707200|30055171|31934265|33771685|39509369,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypertrophy_Left_Ventricular,treat,10,14,10452122|10561812|11866871|15023931|16029635|16045013|21957976|23678211|27665951|33859959,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Liver_Diseases,treat,10,17,29707200|30417426|32681987|33204591|33424274|35146420|35811365|37896223|38128755|8668280,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Malformations_of_Cortical_Development_Group_I,treat,10,15,19298698|22842798|25304741|27406816|30066928|31092879|33008033|33755856|34434166|37986006,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Vitiligo,treat,10,13,15134579|23877867|28516068|33093072|33554328|33747857|33898117|35559713|36346030|40252138,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Angina_Unstable,treat,11,15,10972631|12877794|15799170|16999946|19640331|22088858|25066560|25177808|25692840|26821621|31314050,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Arrhythmias_Cardiac,treat,10,12,20029539|22253567|22737247|24516105|24685640|26597117|27526788|29278865|30783483|34127349,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Arthritis,treat,10,12,12538717|17888208|18464303|20191585|21801201|24493323|24825390|25533075|28028755|32459510,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Glioblastoma,treat,10,12,20044596|30159829|31545550|32172201|33105603|35151819|35158983|36829578|36907105|37513826,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hyperglycemia,treat,10,17,18362595|19205554|23671864|23761972|29138670|29207644|29732238|31217552|37543347|38278349,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Spinal_Cord_Injuries,treat,10,13,20403180|20599974|20851742|22537532|22683506|26443048|26539474|28241838|30814085|32955904,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Stomach_Neoplasms,treat,10,13,24233024|25218337|26277021|31964553|32210573|33093924|34103960|35517821|39227585|39317047,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Acute_Kidney_Injury,treat,10,45,15571475|18594138|23233778|23960024|28753656|30936920|33008033|36718280|37966573|8941603,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Adenocarcinoma,treat,10,12,16557230|17901590|22014341|29067120|30579354|31715145|32011825|33272595|35001242|9328167,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Blood_Coagulation_Disorders,treat,10,16,10830219|22214850|24016468|31887837|33594363|33638931|34549987|35041135|35406712|36992618,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Coronary_Restenosis,treat,10,11,10563153|11018199|15721103|18804536|20143196|20436707|23941653|25810732|32179100|9034557,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Dental_Plaque,treat,10,13,12505569|14671468|15694936|17084257|18295249|18545070|19222481|28214453|34131442|34787337,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Gallstones,treat,10,12,11022827|14738672|17023987|1978058|24742713|30561264|7502550|9512129|9649013|9930394,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Myocardial_Stunning,treat,10,13,10402448|10672858|15905463|16921391|17020164|21107720|25023790|29250545|7509904|8528576,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Proteinuria,treat,10,13,10412752|11465248|11967013|16407885|1672961|18175058|19388532|1978916|26543646|8264145,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Schizophrenia,treat,10,11,23782463|27941358|30461427|34947895|37126871|37373704|37456496|38377869|39233601|39258162,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Ventricular_Dysfunction_Left,treat,10,11,11742885|15086148|16150203|16998257|17026973|22554359|25257410|25712896|30912308|38016432,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Aneurysm,treat,10,13,16414398|17574455|18309148|21737796|23359484|24370551|26721259|28661267|32617140|34147541,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Bacterial_Infections,treat,10,10,15187114|18388257|19205663|23391769|26553420|30463769|31632012|35456118|35955474|40671218,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Burns,treat,10,11,20452610|20664945|21145172|23275311|24950285|25094011|32157277|32695291|33171816|33278579,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Carotid_Stenosis,treat,10,12,11230855|12654603|17038636|19595224|20143196|22650101|30280803|31426749|34131442|9468077,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Erectile_Dysfunction,treat,10,11,21371242|21716297|21790657|22686292|23059238|23960069|24593269|26476986|31955524|37929666,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hyperlipoproteinemias,treat,10,10,10067240|11166784|12058342|12816176|14626567|1472833|18074758|2149540|7869918|8847874,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Hypoglycemia,treat,10,11,10546006|10597756|20955358|21108528|21273666|22716204|22841520|22935083|23107042|29165724,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Ischemic_Attack_Transient,treat,10,10,10690964|11336576|11772284|14603706|15016485|17288739|17910521|17931979|23819476|26283034,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Mental_Disorders,treat,10,17,16088363|20691674|27747681|32016638|32387414|35693440|36558987|39244853|39575090|8345888,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Mitochondrial_Diseases,treat,10,30,14512440|30859212|31917509|34461118|36829578|39288128|39425002|39978720|40006622|40028788,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Multiple_Sclerosis_Chronic_Progressive,treat,10,10,24655729|28600189|29627873|31072935|34692306|35216778|35743410|39284697|39328985|39437792,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neointima,treat,11,11,10636283|12023838|12096273|12963647|20124328|20143196|20436707|21693384|27735220|38582266|8466892,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_No_Reflow_Phenomenon,treat,10,10,11481566|16829188|16921390|16921391|19100117|19323930|21844074|22659627|22819122|23443172,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Osteoarthritis,treat,10,12,21863259|26858096|30644168|34666502|35894149|35983393|36506528|38156385|38570925|40977917,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Ovarian_Neoplasms,treat,10,10,21109955|21874229|23402903|26503475|29848667|32727400|33070276|33088426|37323625|37986175,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Peritonitis,treat,10,10,10563066|15631531|16749654|17283433|18589766|19578821|1958434|2047945|26730028|40736696,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Smith_Lemli_Opitz_Syndrome,treat,10,10,11912560|12407710|17497248|19365639|19430384|19856245|24142275|27513191|39575090|40979443,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Xanthomatosis,treat,10,11,1378698|15156269|16813277|17159370|17695192|29233637|33133313|33180983|35619689|9543095,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Alveolar_Bone_Loss,treat,9,9,19076990|24117880|24352501|24712102|25269614|26881419|30013319|30413166|33936284,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Arterial_Occlusive_Diseases,treat,9,9,11018199|11676957|12114036|12440352|12814710|15016485|17098764|23444397|33183458,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Bone_Resorption,treat,10,10,17668976|18447852|20346376|21832867|23181416|23611379|30537112|31055123|33936284|38270300,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Colitis,treat,10,11,15990847|16803694|17178392|18049901|18209963|18521906|25821305|26845845|33548071|35999010,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Leiomyoma,treat,10,10,25359773|25840272|30503124|30503138|32417359|34461224|34614511|35118811|35166183|38043603,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Leukemia_Myeloid_Acute,treat,9,9,11478407|19383813|21931323|22120639|31452046|34895042|37847357|7614073|7967748,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Liver_Cirrhosis_Biliary,treat,10,10,11254756|11943414|23035046|23672463|24134772|24283488|25167325|27559696|35497829|7611234,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Muscular_Diseases,treat,10,198,32469304|32702748|33270123|33316194|33608664|34243595|34366626|34990819|36613689|37031209,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Nervous_System_Diseases,treat,10,16,11358679|15273860|16958588|16996211|23298376|26539474|33548270|37069612|39278849|39307458,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Osteosarcoma,treat,10,12,10814523|21590488|22012179|27799356|29068320|29532878|34831022|36950466|38045570|38292410,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pneumonia_Lipid,treat,10,10,15123521|19018682|19436666|19891279|23776861|27151383|31676775|32410994|36839925|9566646,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Prostatic_Neoplasms_Castration_Resistant,treat,9,9,24666612|25122066|25412314|28910332|31081050|33032653|33897882|34843630|36230715,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Renal_Artery_Obstruction,treat,10,10,16790524|17159370|18622245|19110722|19955895|22398794|24455299|28207427|29167415|32045382,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Skin_Diseases,treat,10,11,16759838|22455735|25845514|29341259|30756034|33180983|34787337|35619689|40329139|8513195,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Squamous_Cell_Carcinoma_of_Head_and_Neck,treat,10,10,17428261|24562588|25704916|28713941|30106116|32731382|33755783|35447296|37625505|40027882,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_143890,treat,8,9,10225769|11181283|11849659|2483819|3402470|34768528|8847874|9571327,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination|@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Angina_Stable,treat,8,8,14568892|15587571|16758266|20721515|21177169|8430625|8635258|8857479,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Brain_Damage_Chronic,treat,8,8,11546915|12829860|16193989|19166837|19664625|21744242|26798426|31734315,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Carcinoma_Renal_Cell,treat,9,9,23690956|27042994|28011476|30872677|31071981|31432100|33517812|36431025|37298689,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Glomerulonephritis,treat,8,8,10412745|10412752|16113589|16213265|16407885|18791746|19663018|9808088,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Idiopathic_Noncirrhotic_Portal_Hypertension,treat,9,9,17335931|21112949|23184571|26321186|31440376|32079861|33204591|33771685|35830548,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Intervertebral_Disc_Degeneration,treat,8,8,19912653|20870359|23250670|24291703|28351496|30482711|31897100|33815046,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Leukemia,treat,10,10,11478407|11877052|18310894|25161239|25262449|25316568|26855507|31452046|37847357|7614073,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Leukemia_Lymphocytic_Chronic_B_Cell,treat,8,8,11877052|12962723|14612892|20499237|24162379|33335123|33587350|9076662,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Mevalonate_Kinase_Deficiency,treat,10,10,15116060|16093577|16722536|18506569|18684863|18941711|19046710|20814828|27652005|32723831,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Microvascular_Angina,treat,9,9,11342472|11687759|15342302|16113803|17344424|17430121|21844074|23466635|23773358,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neuralgia,treat,9,9,18513225|21699658|25726750|27216618|27457035|28928655|29071457|29188473|31282320,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Neuroblastoma,treat,10,10,15647781|17412455|19461118|21910007|28344327|28528185|31917509|32368502|34083269|37057874,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pancreatitis,treat,10,29,11847949|15460851|16503723|1783260|1783261|2010079|32378824|33644082|35195610|40537337,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Prostatitis,treat,10,10,19301305|21059805|23559257|24932304|25122066|25412314|27900797|33368314|35691993|36127484,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Psoriasis,treat,9,9,17707157|20232758|20446530|20574609|24592364|30745969|32051699|32418186|34327798,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Pulmonary_Fibrosis,treat,8,8,19080365|23558989|23620550|26304628|31944822|34816650|35802512|37322618,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Rupture,treat,10,11,10669656|12654603|18384190|19527824|21608343|22222170|26577051|29078214|31624609|35321025,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Scleroderma_Systemic,treat,8,8,16575855|18528965|22057138|23620550|26846205|29557229|30288636|37322618,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Varicose_Veins,treat,8,8,16465063|26321186|26774179|27713045|29064029|32079861|34366626|40736696,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Vascular_Remodeling,treat,8,8,16002570|17556673|19842842|22392066|22822545|23087098|25617377|27694473,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Weight_Loss,treat,10,10,14969507|19205554|22529483|25821305|26544069|29860221|30379218|35216778|38278349|39342648,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_150699,treat,9,9,25840272|30503138|32417359|34461224|34614511|35118811|35166183|35705139|38043603,@CHEMICAL_Simvastatin
simvastatin,@DISEASE_Alopecia_Areata,treat,7,7,25592347|27085241|28879192|29200765|29273101|31015012|33231574,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Alopecia,treat,2,2,28879192|29200765,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Alopecia_universalis,treat,2,2,29200765|31732969,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Constriction_Pathologic,treat,3,3,20436707|21321152|34555978,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Alopecia_Areata_1,treat,1,1,28378336,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Ectodermal_Dysplasia,treat,1,1,28879192,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Epilepsy_Tonic_Clonic,treat,1,1,25912112,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Hyperlipidemia_Familial_Combined,treat,1,1,34768528,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Hypoalphalipoproteinemias,treat,1,1,27036394,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Keratosis_Follicularis_Spinulosa_Decalvans_X_Linked,treat,1,1,28879192,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Muscular_Atrophy,treat,1,1,27425755,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Obesity_Metabolically_Benign,treat,1,1,18394022,@CHEMICAL_Ezetimibe_Simvastatin_Drug_Combination
simvastatin,@DISEASE_Bronchiectasis,treat,1,1,25244365,@CHEMICAL_simvastatin_hydroxyacid
lisinopril,@DISEASE_Hypertension,treat,11,656,32761160|33769277|34046276|36097516|36361252|37304386|37864281|37886137|39405564|39466390|8147677,@CHEMICAL_Lisinopril|@CHEMICAL_hydrochlorothiazide_lisinopril_drug_combination
lisinopril,@DISEASE_Heart_Failure,treat,10,175,33048477|33140296|33189627|33228503|34214650|36376029|37304386|39243877|39350862|39405564,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Essential_Hypertension,treat,10,123,10824049|2162258|22896978|2556172|2833090|2841960|2844085|2852252|28706401|8023467,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Proteinuria,treat,10,100,31550726|32746791|34975523|35767209|37484797|37701005|39181397|39577983|39991197|40954329,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Kidney_Diseases,treat,10,86,2161083|2442556|2844084|32416710|34282598|34975523|35656292|35767209|37303355|40642858,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Myocardial_Infarction,treat,10,77,10879622|14754654|31977576|32073735|33550755|34674811|36376029|37638270|8891468|9435355,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Diabetes_Mellitus,treat,10,58,11450501|14695037|19080636|21235127|2846685|29971804|34057517|8410923|9179532|9433426,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Diabetes_Mellitus_Type_2,treat,10,49,11358940|16091636|22540049|34057517|34180715|34282598|38022184|8070610|9179532|9279969,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Hypertrophy_Left_Ventricular,treat,10,45,10916115|1655265|18172987|1850668|2550640|2842021|8698434|8794833|8812722|9469796,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Diabetic_Nephropathies,treat,10,36,10097934|11328901|32416710|32665926|34180715|34219205|34282598|35884965|36348831|9279969,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Cardiovascular_Diseases,treat,10,47,11492990|14754654|17519461|22144768|22702239|24398888|29276932|36376029|37886137|38262719,@CHEMICAL_Lisinopril
lisinopril,@DISEASE_Pulmonary_Arterial_Hypertension,treat,10,32,16889053|1965522|26793854|29466227|31713509|33849417|39467240|8091360|8389738|9221708,@CHEMICAL_Lisinopril
