src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:omeprazole,icd:9:78909,treat,106,104,0.001448562370176014,0.11087866108786611
drug:omeprazole,icd:9:43491,treat,132,127,0.0018038701213512628,0.10328638497652583
drug:omeprazole,icd:9:44023,treat,70,64,0.00095659779162566964,0.09575923392612859
drug:omeprazole,icd:9:8248,treat,19,19,0.00025964797201268177,0.08296943231441048
drug:omeprazole,icd:9:5533,treat,41,41,0.00056029299223789221,0.24698795180722891
drug:simvastatin,icd:9:5762,treat,14,14,0.00040107717870853149,0.023688663282571912
drug:simvastatin,icd:9:43310,treat,174,160,0.0049848163639488914,0.26484018264840181
drug:simvastatin,icd:9:430,treat,31,31,0.00088809946714031975,0.060077519379844964
drug:warfarin,icd:9:78609,treat,35,33,0.0012114918656974732,0.065176908752327747
drug:warfarin,icd:9:72992,treat,18,18,0.00062305295950155766,0.15652173913043479
drug:furosemide,icd:10:E8779,treat,32,30,0.00046157396722824835,0.50793650793650791
drug:warfarin,icd:9:71535,treat,47,47,0.0016268605053651782,0.085144927536231887
drug:furosemide,icd:9:V5332,treat,13,13,0.00018751442418647588,0.30952380952380953
drug:lisinopril,icd:9:42983,treat,22,22,0.00045160628143282356,0.33333333333333331
drug:simvastatin,icd:10:I743,treat,10,10,0.00028648369907752252,0.093457943925233641
drug:simvastatin,icd:9:0380,treat,34,34,0.00097404457686357641,0.099415204678362568
drug:furosemide,icd:10:I615,treat,19,19,0.00027405954304177246,0.12837837837837837
drug:furosemide,icd:9:33818,treat,16,16,0.00023078698361412417,0.063241106719367585
drug:warfarin,icd:9:0380,treat,24,23,0.00083073727933541017,0.070175438596491224
drug:furosemide,icd:9:7823,treat,79,75,0.001139510731594738,0.49375
drug:amlodipine,icd:9:78039,treat,27,27,0.000651214394250018,0.043130990415335461
drug:amlodipine,icd:9:1550,treat,34,29,0.00082004775572224505,0.061041292639138239
drug:amlodipine,icd:9:2181,treat,11,11,0.00026530956802778516,0.04230769230769231
drug:amlodipine,icd:10:E1151,treat,95,80,0.0022913099056945082,0.23573200992555832
drug:amlodipine,icd:10:M109,treat,26,23,0.00062709534261112853,0.174496644295302
drug:amlodipine,icd:10:K648,treat,27,24,0.000651214394250018,0.17647058823529413
drug:amlodipine,icd:10:I70245,treat,13,12,0.00031354767130556426,0.21311475409836064
drug:amlodipine,icd:9:9961,treat,36,29,0.0008682858590000241,0.15450643776824036
drug:amlodipine,icd:9:25070,treat,33,30,0.00079592870408335542,0.14224137931034483
drug:lisinopril,icd:10:I21A1,treat,29,28,0.00059529918916144929,0.16763005780346821
drug:lisinopril,icd:10:I495,treat,82,81,0.001683259776249615,0.20048899755501223
drug:lisinopril,icd:9:42741,treat,16,15,0.0003284409319511444,0.16161616161616163
drug:lisinopril,icd:10:I25710,treat,19,17,0.000390023606691984,0.40425531914893614
drug:lisinopril,icd:9:V7281,treat,13,13,0.00026685825721030484,0.14772727272727273
drug:warfarin,icd:10:I712,treat,14,14,0.0004845967462789893,0.063348416289592757
drug:warfarin,icd:9:4280,treat,121,118,0.0041883004499826933,0.25208333333333333
drug:warfarin,icd:10:K810,treat,11,11,0.000380754586362063,0.035143769968051117
drug:warfarin,icd:9:43321,treat,14,14,0.0004845967462789893,0.2978723404255319
drug:warfarin,icd:10:I81,treat,18,18,0.00062305295950155766,0.13533834586466165
drug:amlodipine,icd:10:D6832,treat,26,26,0.00062709534261112853,0.14207650273224043
drug:atenolol,icd:9:99749,treat,14,14,0.00092068920163093518,0.034912718204488775
drug:atenolol,icd:9:78650,treat,63,62,0.0041431014073392081,0.0086336850760586545
drug:atenolol,icd:9:185,treat,29,28,0.00190714191766408,0.074358974358974358
drug:atenolol,icd:9:5589,treat,39,38,0.0025647770616861764,0.046875
drug:atenolol,icd:9:7242,treat,10,10,0.0006576351440220965,0.01937984496124031
drug:atenolol,icd:9:99649,treat,22,21,0.0014467973168486123,0.073089700996677748
drug:atenolol,icd:9:80501,treat,10,10,0.0006576351440220965,0.095238095238095233
drug:furosemide,icd:10:J45901,treat,61,55,0.00087987537502884838,0.10912343470483005
drug:furosemide,icd:9:7455,treat,27,27,0.00038945303484883454,0.40298507462686567
drug:furosemide,icd:10:K429,treat,12,12,0.00017309023771059311,0.18181818181818182
drug:furosemide,icd:9:7464,treat,47,47,0.00067793676436648978,0.79661016949152541
drug:furosemide,icd:9:92410,treat,12,12,0.00017309023771059311,0.22641509433962265
drug:furosemide,icd:9:9623,treat,17,15,0.00024521117009000692,0.17
drug:furosemide,icd:9:41041,treat,76,74,0.0010962381721670899,0.22028985507246376
drug:furosemide,icd:9:29181,treat,26,20,0.00037502884837295177,0.024459078080903106
drug:furosemide,icd:9:00845,treat,99,93,0.0014279944611123932,0.10206185567010309
drug:lisinopril,icd:9:78079,treat,50,50,0.0010263779123473264,0.08143322475570032
drug:lisinopril,icd:10:J441,treat,198,134,0.004064456532895412,0.17506631299734748
drug:lisinopril,icd:10:I6201,treat,26,25,0.00053371651442060968,0.13197969543147209
drug:lisinopril,icd:9:6826,treat,236,208,0.00484450374627938,0.10966542750929369
drug:lisinopril,icd:9:5641,treat,13,12,0.00026685825721030484,0.13131313131313133
drug:lisinopril,icd:9:4168,treat,17,16,0.00034896849019809095,0.17708333333333334
drug:lisinopril,icd:9:53010,treat,11,11,0.00022580314071641178,0.15068493150684931
drug:lisinopril,icd:9:25060,treat,129,96,0.0026480550138561019,0.27100840336134452
drug:lisinopril,icd:10:K430,treat,11,11,0.00022580314071641178,0.042635658914728682
drug:omeprazole,icd:9:V560,treat,39,39,0.000532961626762873,0.18660287081339713
drug:omeprazole,icd:10:E854,treat,13,11,0.00017765387558762435,0.10743801652892562
drug:omeprazole,icd:9:4359,treat,74,74,0.0010112605225757079,0.14149139579349904
drug:omeprazole,icd:10:R1011,treat,56,48,0.00076527823330053567,0.23628691983122363
drug:omeprazole,icd:10:I481,treat,184,170,0.0025144856237017603,0.48548812664907653
drug:omeprazole,icd:10:E11621,treat,62,52,0.00084727232972559312,0.18289085545722714
drug:omeprazole,icd:9:43311,treat,25,25,0.00034164206843773917,0.1152073732718894
drug:omeprazole,icd:9:99932,treat,40,33,0.00054662730950038262,0.18518518518518517
drug:omeprazole,icd:9:29281,treat,35,35,0.00047829889581283482,0.22727272727272727
drug:omeprazole,icd:10:K5190,treat,18,16,0.00024598228927517218,0.0972972972972973
drug:omeprazole,icd:9:34590,treat,72,64,0.00098392915710068872,0.11501597444089456
drug:omeprazole,icd:9:56409,treat,35,34,0.00047829889581283482,0.15909090909090909
drug:omeprazole,icd:10:K529,treat,101,98,0.0013802339564884661,0.19649805447470817
drug:omeprazole,icd:10:E1010,treat,65,39,0.00088826937793812179,0.1326530612244898
drug:omeprazole,icd:9:4241,treat,245,217,0.0033480922706898438,0.15021459227467812
drug:omeprazole,icd:10:J9601,treat,133,128,0.0018175358040887722,0.2087912087912088
drug:simvastatin,icd:9:07999,treat,19,19,0.00054431902824729277,0.053221288515406161
drug:simvastatin,icd:9:7907,treat,34,34,0.00097404457686357641,0.096045197740113
drug:simvastatin,icd:10:I25110,treat,53,51,0.0015183636051108692,0.031736526946107783
drug:simvastatin,icd:10:C7951,treat,34,30,0.00097404457686357641,0.076404494382022473
drug:furosemide,icd:10:I7103,treat,26,25,0.00037502884837295177,0.37142857142857144
drug:furosemide,icd:9:41091,treat,51,51,0.00073563351027002076,0.35664335664335667
drug:furosemide,icd:10:C787,treat,23,23,0.0003317562889453035,0.086142322097378279
drug:furosemide,icd:9:78904,treat,10,9,0.00014424186475882759,0.042194092827004218
drug:levofloxacin,icd:9:49322,treat,137,116,0.0095304347826086957,0.18588873812754408
drug:levofloxacin,icd:9:99685,treat,12,10,0.00083478260869565221,0.13043478260869565
drug:levofloxacin,icd:10:A4189,treat,39,39,0.0027130434782608698,0.0416221985058698
drug:amlodipine,icd:10:K8520,treat,27,19,0.000651214394250018,0.12918660287081341
drug:amlodipine,icd:9:29633,treat,25,22,0.000602976290972239,0.039494470774091628
drug:amlodipine,icd:9:03842,treat,46,43,0.0011094763753889197,0.061827956989247312
drug:amlodipine,icd:10:I25110,treat,374,333,0.0090205253129446942,0.22395209580838324
drug:amlodipine,icd:10:D251,treat,13,13,0.00031354767130556426,0.070270270270270274
drug:amlodipine,icd:10:T827XXA,treat,49,44,0.0011818335303055885,0.13279132791327913
drug:amlodipine,icd:9:41519,treat,47,45,0.0011335954270278092,0.038430089942763694
drug:lisinopril,icd:10:J90,treat,36,35,0.0007389920968900749,0.10650887573964497
drug:furosemide,icd:10:E11628,treat,15,15,0.0002163627971382414,0.21126760563380281
drug:lisinopril,icd:9:5920,treat,25,24,0.00051318895617366318,0.05
drug:lisinopril,icd:9:28731,treat,12,11,0.00024633069896335828,0.069364161849710976
drug:omeprazole,icd:9:5601,treat,29,27,0.00039630479938777743,0.19333333333333333
drug:omeprazole,icd:10:J90,treat,79,70,0.0010795889362632558,0.23372781065088757
drug:omeprazole,icd:9:4321,treat,50,46,0.00068328413687547833,0.13054830287206268
drug:omeprazole,icd:9:9982,treat,17,17,0.00023231660653766261,0.098837209302325577
drug:omeprazole,icd:10:L03113,treat,30,30,0.00040997048212528697,0.11406844106463879
drug:omeprazole,icd:10:I160,treat,57,52,0.00077894391603804526,0.18446601941747573
drug:simvastatin,icd:10:I6389,treat,13,13,0.00037242880880077923,0.061032863849765258
drug:simvastatin,icd:10:K9189,treat,19,19,0.00054431902824729277,0.0407725321888412
drug:simvastatin,icd:9:40291,treat,17,15,0.00048702228843178821,0.15596330275229359
drug:simvastatin,icd:9:71596,treat,109,102,0.0031226723199449949,0.2084130019120459
drug:simvastatin,icd:9:5921,treat,39,35,0.0011172864264023378,0.074285714285714288
drug:furosemide,icd:10:N170,treat,73,72,0.0010529656127394415,0.23101265822784811
drug:warfarin,icd:9:38612,treat,14,13,0.0004845967462789893,0.085889570552147243
drug:warfarin,icd:9:4589,treat,38,37,0.0013153340256143995,0.12751677852348994
drug:lisinopril,icd:10:T83511A,treat,19,19,0.000390023606691984,0.061889250814332247
drug:furosemide,icd:9:27542,treat,30,28,0.0004327255942764828,0.29126213592233008
drug:furosemide,icd:9:51909,treat,14,14,0.00020193861066235866,0.18421052631578946
drug:furosemide,icd:10:C782,treat,12,12,0.00017309023771059311,0.16901408450704225
drug:amlodipine,icd:10:S72142A,treat,36,36,0.0008682858590000241,0.1157556270096463
drug:warfarin,icd:10:T8453XA,treat,17,11,0.00058843890619591555,0.12408759124087591
drug:amlodipine,icd:9:1983,treat,41,39,0.00098888111719447184,0.0481786133960047
drug:amlodipine,icd:9:40291,treat,24,24,0.00057885723933334937,0.22018348623853212
drug:amlodipine,icd:10:I5023,treat,45,36,0.0010853573237500302,0.063920454545454544
drug:amlodipine,icd:10:T82868A,treat,83,71,0.0020018812860278334,0.12406576980568013
drug:amlodipine,icd:10:S065X9A,treat,51,49,0.0012300716335833675,0.0905861456483126
drug:amlodipine,icd:10:M48062,treat,100,97,0.002411905163888956,0.16
drug:amlodipine,icd:10:N200,treat,30,24,0.00072357154916668674,0.099667774086378738
drug:lisinopril,icd:9:42831,treat,72,72,0.0014779841937801498,0.23762376237623761
drug:lisinopril,icd:10:C712,treat,19,15,0.000390023606691984,0.14074074074074075
drug:lisinopril,icd:9:9972,treat,14,14,0.00028738581545725134,0.1111111111111111
drug:lisinopril,icd:9:5762,treat,43,39,0.00088268500461870063,0.0727580372250423
drug:lisinopril,icd:9:55220,treat,10,10,0.00020527558246946525,0.15625
drug:lisinopril,icd:9:43310,treat,150,142,0.0030791337370419791,0.228310502283105
drug:warfarin,icd:9:42822,treat,77,75,0.0026652821045344412,0.28
drug:warfarin,icd:10:N132,treat,11,11,0.000380754586362063,0.021782178217821781
drug:warfarin,icd:9:03849,treat,28,28,0.00096919349255797859,0.071428571428571425
drug:warfarin,icd:9:185,treat,34,34,0.0011768778123918311,0.087179487179487175
drug:warfarin,icd:9:40291,treat,19,16,0.00065766701280719976,0.1743119266055046
drug:atenolol,icd:10:M4802,treat,15,15,0.00098645271603314474,0.030364372469635626
drug:atenolol,icd:9:57400,treat,36,35,0.0023674865184795477,0.05
drug:atenolol,icd:9:85221,treat,51,51,0.0033539392345126925,0.076005961251862889
drug:furosemide,icd:10:S7221XA,treat,12,12,0.00017309023771059311,0.13793103448275862
drug:furosemide,icd:9:07070,treat,27,27,0.00038945303484883454,0.25714285714285712
drug:furosemide,icd:9:7245,treat,20,20,0.00028848372951765518,0.04878048780487805
drug:furosemide,icd:9:5711,treat,52,48,0.00075005769674590353,0.203125
drug:furosemide,icd:10:G8918,treat,16,16,0.00023078698361412417,0.061776061776061778
drug:furosemide,icd:9:78062,treat,12,12,0.00017309023771059311,0.0975609756097561
drug:furosemide,icd:9:25013,treat,22,22,0.00031733210246942073,0.041509433962264149
drug:levofloxacin,icd:9:5589,treat,22,22,0.0015304347826086957,0.026442307692307692
drug:levofloxacin,icd:9:5845,treat,24,24,0.0016695652173913044,0.075
drug:lisinopril,icd:10:D6832,treat,18,18,0.00036949604844503745,0.098360655737704916
drug:lisinopril,icd:10:I6523,treat,29,28,0.00059529918916144929,0.21804511278195488
drug:lisinopril,icd:9:33829,treat,16,16,0.0003284409319511444,0.071428571428571425
drug:lisinopril,icd:10:C541,treat,44,42,0.00090321256286564713,0.12429378531073447
drug:lisinopril,icd:10:M48062,treat,131,129,0.0026891101303499949,0.2096
drug:lisinopril,icd:10:I441,treat,51,51,0.0010469054705942729,0.18613138686131386
drug:lisinopril,icd:10:S066X0A,treat,42,41,0.00086215744637175413,0.10824742268041238
drug:omeprazole,icd:9:82101,treat,25,25,0.00034164206843773917,0.11210762331838565
drug:omeprazole,icd:9:2189,treat,47,47,0.00064228708866294955,0.096114519427402859
drug:omeprazole,icd:10:K8301,treat,10,9,0.00013665682737509566,0.21739130434782608
drug:omeprazole,icd:9:2859,treat,45,45,0.00061495572318793048,0.12676056338028169
drug:omeprazole,icd:10:R627,treat,26,26,0.0003553077511752487,0.16883116883116883
drug:omeprazole,icd:9:42781,treat,54,54,0.00073794686782551659,0.13602015113350127
drug:omeprazole,icd:9:57410,treat,61,61,0.00083360664698808352,0.12978723404255318
drug:omeprazole,icd:10:K625,treat,38,37,0.00051929594402536354,0.14785992217898833
drug:omeprazole,icd:9:1628,treat,14,13,0.00019131955832513392,0.0707070707070707
drug:omeprazole,icd:9:5771,treat,80,48,0.0010932546190007652,0.1937046004842615
drug:omeprazole,icd:9:4821,treat,15,14,0.00020498524106264348,0.15
drug:omeprazole,icd:10:J690,treat,198,169,0.0027058051820268939,0.2391304347826087
drug:omeprazole,icd:10:R040,treat,30,30,0.00040997048212528697,0.20408163265306123
drug:omeprazole,icd:10:K4090,treat,15,15,0.00020498524106264348,0.189873417721519
drug:omeprazole,icd:9:51289,treat,17,14,0.00023231660653766261,0.15178571428571427
drug:omeprazole,icd:10:C221,treat,21,21,0.0002869793374877009,0.12650602409638553
drug:omeprazole,icd:10:D320,treat,27,27,0.0003689734339127583,0.092465753424657529
drug:omeprazole,icd:9:42732,treat,62,59,0.00084727232972559312,0.11923076923076924
drug:omeprazole,icd:9:07044,treat,78,52,0.0010659232535257461,0.2988505747126437
drug:simvastatin,icd:9:73313,treat,51,49,0.0014610668652953647,0.11943793911007025
drug:simvastatin,icd:9:68110,treat,13,13,0.00037242880880077923,0.13
drug:simvastatin,icd:9:78900,treat,37,35,0.0010599896865868333,0.044205495818399047
drug:furosemide,icd:10:I2102,treat,30,30,0.0004327255942764828,0.29411764705882354
drug:furosemide,icd:10:I21A1,treat,68,68,0.00098084468036002768,0.39306358381502893
drug:furosemide,icd:10:I872,treat,27,25,0.00038945303484883454,0.38028169014084506
drug:furosemide,icd:9:7862,treat,11,11,0.00015866605123471036,0.066666666666666666
drug:furosemide,icd:9:45829,treat,19,19,0.00027405954304177246,0.12751677852348994
drug:levofloxacin,icd:9:1623,treat,33,32,0.0022956521739130433,0.068607068607068611
drug:levofloxacin,icd:10:J159,treat,64,64,0.0044521739130434779,0.21262458471760798
drug:lisinopril,icd:10:S2242XA,treat,50,49,0.0010263779123473264,0.16447368421052633
drug:amlodipine,icd:9:5789,treat,49,46,0.0011818335303055885,0.047115384615384615
drug:amlodipine,icd:10:M4806,treat,35,34,0.00084416680736113458,0.14830508474576271
drug:amlodipine,icd:9:5521,treat,10,10,0.00024119051638889558,0.077519379844961239
drug:amlodipine,icd:10:L03116,treat,58,50,0.0013989049950555944,0.076719576719576715
drug:amlodipine,icd:10:R109,treat,46,43,0.0011094763753889197,0.065997130559540887
drug:warfarin,icd:10:I313,treat,18,18,0.00062305295950155766,0.056782334384858045
drug:warfarin,icd:9:9961,treat,31,30,0.0010730356524749048,0.13304721030042918
drug:furosemide,icd:10:K5900,treat,25,25,0.000360604661897069,0.072046109510086456
drug:lisinopril,icd:9:71596,treat,127,118,0.0026069998973622089,0.24282982791587
drug:lisinopril,icd:10:D500,treat,11,10,0.00022580314071641178,0.07586206896551724
drug:lisinopril,icd:10:I10,treat,29,29,0.00059529918916144929,0.1858974358974359
drug:lisinopril,icd:9:82022,treat,19,19,0.000390023606691984,0.1357142857142857
drug:lisinopril,icd:9:8054,treat,39,38,0.00080057477163091452,0.090069284064665134
drug:lisinopril,icd:10:A419,treat,182,178,0.0037360156009442675,0.035721295387634938
drug:omeprazole,icd:10:R569,treat,54,53,0.00073794686782551659,0.15168539325842698
drug:omeprazole,icd:9:7242,treat,63,61,0.00086093801246310271,0.12209302325581395
drug:omeprazole,icd:10:I63411,treat,36,36,0.00049196457855034436,0.0997229916897507
drug:omeprazole,icd:10:K2970,treat,51,48,0.00069694981961298781,0.34459459459459457
drug:omeprazole,icd:10:K208,treat,18,18,0.00024598228927517218,0.375
drug:omeprazole,icd:9:78630,treat,13,13,0.00017765387558762435,0.21311475409836064
drug:omeprazole,icd:10:I319,treat,37,37,0.000505630261287854,0.25170068027210885
drug:omeprazole,icd:10:I441,treat,56,55,0.00076527823330053567,0.20437956204379562
drug:simvastatin,icd:10:Q231,treat,40,39,0.00114593479631009,0.12345679012345678
drug:simvastatin,icd:9:9951,treat,21,19,0.00060161576806279718,0.076086956521739135
drug:simvastatin,icd:9:1550,treat,12,12,0.000343780438893027,0.021543985637342909
drug:simvastatin,icd:10:K559,treat,10,10,0.00028648369907752252,0.089285714285714288
drug:simvastatin,icd:9:27401,treat,43,37,0.0012318799060333466,0.20379146919431279
drug:simvastatin,icd:9:0090,treat,29,29,0.00083080272732481524,0.11462450592885376
drug:warfarin,icd:9:40301,treat,29,6,0.0010038075458636206,0.23387096774193547
drug:lisinopril,icd:9:71531,treat,15,15,0.00030791337370419789,0.22058823529411764
drug:lisinopril,icd:9:34982,treat,59,59,0.0012111259365698451,0.14974619289340102
drug:furosemide,icd:9:80121,treat,14,14,0.00020193861066235866,0.13207547169811321
